ABS(NL1-PT1),ABS(NL2-PT2),ABS(NL3-PT3),ABS(WNL1-WPT1),ABS(WNL2-WPT2),ABS(WNL3-WPT3)
gene-LOC117896823,11.46961552,54.88731656,42.40119471,9.9458021,34.43112225,22.30630888
gene-LOC117896824,0.434088396,9.422559371,5.095191779,2.678078691,5.763004002,0.141983909
gene-LOC117897927,908.1084233,614.4325307,7.904358456,695.7502238,543.7841084,180.2232851
gene-LOC117898289,8.294024837,8.236924383,0.09820393,7.465505581,15.27835165,6.398942584
gene-LOC117898288,0,0,0,0,0,0
gene-LOC117898419,6.26055477,3.136964789,1.944782978,1.520533427,0.059772683,5.064260325
gene-LOC117896657,2.111225086,6.192274543,1.058319928,2.190053099,0.149431707,0.04732797
gene-LOC117896606,2.038104598,3.101969774,2.165741821,2.065015671,1.83134231,1.027050456
gene-LOC117896596,3.710606757,4.112629689,4.061422833,0.181494081,3.632798278,1.003386471
gene-LOC117896971,57.2548805,78.12410358,14.80243871,184.7783662,49.00300713,27.26641416
gene-LOC117896970,0,0,0,0,0,0
gene-LOC117896973,0.945931811,1.033989925,0,2.065015671,0.915671155,3.081151368
gene-LOC117896972,1.165293275,3.160294799,3.076755853,5.525527339,0.826012131,8.216403647
gene-LOC117898498,3.134911916,10.32823424,2.904898975,11.16396798,3.423593889,5.513876038
gene-LOC117898261,13.53089278,14.39420391,3.469571575,22.82808568,5.195163516,1.216362335
gene-Trnam-cau-10,0,0,1.033768945,0,0,0
gene-LOC117896240,28.05406268,89.00059305,13.39514968,62.91023321,21.71540613,65.10180069
gene-LOC117896242,18.58288597,176.6410854,62.77415682,220.325119,111.2360167,86.73018019
gene-LOC117897978,26.59369792,76.89559194,49.61573204,50.63525914,172.849641,39.40271312
gene-LOC117896439,498.6132033,1585.037583,858.8654296,1265.866481,446.7709396,30.94134345
gene-LOC117899430,1972.432663,5705.618101,2656.145002,5140.073094,539.6735064,588.3462759
gene-LOC117897422,865.9833488,1468.020316,572.835026,1376.685398,451.0807913,345.033299
gene-LOC117897425,292.4478761,121.4525394,5.198338974,377.8977368,148.2597085,172.3088162
gene-LOC117897424,395.3814845,384.4949594,64.79596628,201.3299644,60.55774284,44.90574956
gene-LOC117897426,280.5421463,263.8787346,114.0608474,431.8083482,142.551795,62.01215559
gene-LOC117897419,1.745622647,0.011665005,3.076755853,2.065015671,1.921001334,1.074378426
gene-LOC117897423,452.5060916,260.4493204,193.1568982,70.93050628,74.35996001,0.97572696
gene-LOC117897418,432.4479053,876.7982831,341.0165656,745.2073548,173.0848304,35.36516813
gene-LOC117897420,91.22138261,98.54174278,132.4959296,50.27545006,34.61455422,137.6092557
gene-LOC117897594,0,0,0,0,0,0
gene-LOC117896478,797.594584,1040.136049,432.4590549,409.3914979,98.93270352,230.2494518
gene-LOC117896477,290.6647088,210.2405923,169.400488,381.0473161,139.8376708,46.03228929
gene-LOC117896479,0,0,0,0,0,0
gene-LOC117897445,9.756434595,22.72444833,2.313047717,4.367982075,6.708561499,9.598413877
gene-LOC117897444,107.3995676,72.3900382,23.78021532,9.34829162,16.13356447,29.66164509
gene-LOC117897314,653.2088832,683.6309652,505.0160714,1053.881525,278.3632978,237.0001965
gene-LOC117897777,0,0,0,0,0,0
gene-LOC117897776,102.8815394,113.3240686,36.26435096,108.7122618,25.33924327,49.44057336
gene-LOC117897498,0,0,1.058319928,3.097523506,0,0
gene-LOC117897496,9.975796058,5.286599673,11.83792707,10.68806652,0.766239448,3.175807307
gene-LOC117897499,311.7187558,667.8682696,90.34812777,939.8965033,297.0878478,215.9092445
gene-LOC117897497,2673.6126,2214.352016,486.3542632,611.0071615,2188.653288,1609.304364
gene-LOC117898973,1855.778241,3463.419486,1342.077211,598.0542214,935.6507883,1408.866442
gene-LOC117898976,58.45982054,11.94966992,5.891333926,51.10136158,27.53565287,33.58986658
gene-LOC117898972,357.3469722,84.93923103,206.9904359,847.6181453,100.5659072,758.8609599
gene-LOC117898975,77.49689055,181.1264859,37.22183928,239.807813,26.64090692,10.47381376
gene-LOC117898974,774.0657736,1175.104013,811.2506417,1172.648693,54.39515065,262.3401352
gene-LOC117896580,65.5736165,144.9078821,8.885651904,13.58327611,32.13630516,82.39151234
gene-LOC117896418,85.9546815,599.325525,142.0067687,1024.200866,65.42004268,23.66831553
gene-LOC117896420,0,0,0,0.669519673,0.915671155,0
gene-LOC117896419,57.61945093,28.58263325,21.68722454,7.679208067,32.00779865,28.81423984
gene-LOC117897743,151.4885942,1780.035821,571.9060084,1670.610668,409.9591252,341.0435588
gene-LOC117898100,93.49689932,153.8708986,5.808974073,235.6796205,278.9904856,0.297462451
gene-LOC117897962,16.52419825,12.29122905,1.650171186,12.86599549,0.497262375,3.776906035
gene-LOC117897342,13.65499311,18.07195444,22.03619365,0.133365361,30.03208452,34.40843938
gene-LOC117897344,0,0,0,0,0,0
gene-LOC117897343,61.34035876,79.27986059,320.7445911,180.4956207,290.862953,124.9781914
gene-LOC117896412,478.2202606,914.0404482,200.7038927,911.2488507,149.5668574,101.3968499
gene-LOC117895980,202.8892011,1017.533974,17.97010528,1447.940313,38.73986295,143.7507171
gene-LOC117895988,0,0,0,0,0,0
gene-LOC117895985,297.5359897,585.8379175,177.7213892,239.6733443,181.7989924,22.85141834
gene-LOC117895986,141.7641138,336.5071899,192.8519317,743.3521269,11.61909529,22.54412166
gene-LOC117895987,140.4659767,144.2089033,78.43407613,245.7379681,57.79718134,22.77925345
gene-LOC117895979,10.2925017,85.77552251,122.9219483,768.5441674,91.56042398,282.6483584
gene-LOC117895977,1541.176864,2363.8482,1117.201345,117.3532027,1150.684078,809.6134152
gene-LOC117895975,987.2912702,1752.672776,758.6090596,1589.552236,487.4312833,683.6676555
gene-LOC117895976,435.4350568,896.4049984,411.8177577,281.6016686,513.6919433,691.5760922
gene-LOC117895978,25.66375274,131.4497404,68.37425249,272.3455889,133.3663557,168.8580634
gene-LOC117895984,129.1601082,82.53112298,216.1577173,90.70871096,55.04189239,236.5712286
gene-LOC117895983,1603.406413,722.0267294,297.0943459,215.5037757,1153.234419,1626.342794
gene-LOC117897592,11.40009756,300.507966,189.1341446,236.0134609,69.73031971,259.1713395
gene-LOC117897590,0,0,0,0,0,0
gene-LOC117897593,1.723482001,72.2593707,46.83350996,149.4881773,83.39343761,162.3826253
gene-LOC117897591,35.25951725,7.80204522,140.9722539,155.7961376,3.827981643,157.072226
gene-LOC117898991,444.2243938,1169.668338,331.2393513,1207.15193,446.6544449,765.0037617
gene-LOC117898994,3.130277385,2.091309859,4.233279712,2.553041262,2.717127123,2.125092866
gene-LOC117898992,17.44232287,16.31473421,28.48168948,1.411784088,13.85714263,44.40447523
gene-LOC117898981,706.6177235,630.8568576,1391.698822,907.9250143,94.9785803,1603.638528
gene-LOC117898986,65.89133513,19.37004396,8.513033713,107.1269438,23.83986631,61.91166095
gene-LOC117898988,67.43716644,74.84480628,72.31825378,234.372054,71.13613639,208.5050723
gene-LOC117898983,0,0,0,0,0,0
gene-LOC117898982,0,0,0,0,0,0
gene-LOC117898985,0,0,0,0,0,0
gene-LOC117898993,542.5255922,1063.459413,269.5157874,1531.550316,359.2610847,241.5578205
gene-LOC117898984,803.1609721,546.001634,652.7485524,1017.282535,50.30947035,1328.792634
gene-LOC117898987,245.2424757,23.32775461,21.73722841,223.5335985,46.12379858,79.24353211
gene-LOC117898990,267.167289,188.2579994,205.8577172,26.7273909,73.79855072,92.93114959
gene-LOC117897821,3045.94458,3874.310045,6829.538467,1045.924958,4440.594994,4305.995192
gene-LOC117897864,806.0569144,1522.048738,3834.710856,45.45041659,1643.744777,1887.84452
gene-LOC117897269,180.6327846,972.1365627,1185.99802,1075.299297,352.13733,619.4983909
gene-LOC117897268,1830.809009,2962.725676,1923.295569,1422.718901,1219.104389,343.51727
gene-LOC117897808,1233.857569,120.5999522,476.4835542,239.8075636,172.4316575,456.5278264
gene-LOC117896007,521.6590666,965.4196778,44.35962786,1658.452771,174.6594677,74.67157564
gene-LOC117896011,146.1976884,537.0461843,130.0909913,733.2684277,10.53997141,176.5476856
gene-LOC117896009,298.9242279,544.6564724,157.6449988,386.2363102,43.65382501,42.60534213
gene-LOC117896010,722.3396223,704.098756,1.79881275,1212.946644,575.9609403,279.1262786
gene-LOC117896008,378.9772395,257.9015471,278.1970704,591.3597727,97.68712397,25.9947328
gene-LOC117897706,125.2569152,331.6536263,251.455795,477.9396855,139.1185543,75.1066654
gene-LOC117897705,13.13027811,59.3116274,65.84295163,69.70695467,27.49105985,25.52977928
gene-LOC117897707,140.0133502,94.00999719,182.7632036,311.3789405,56.1154834,68.13028807
gene-LOC117898134,130.325908,409.8896751,142.4041719,720.314135,314.8200474,113.3741775
gene-LOC117896411,74.59833972,12.71628627,30.73947798,127.1121126,24.63161787,28.51160893
gene-LOC117896410,193.2306362,182.8449277,100.9130894,186.6474385,38.6993362,126.602345
gene-LOC117896408,404.0534768,531.2571651,25.30665167,162.8883698,377.7450297,154.8346519
gene-LOC117896409,67.95674042,354.7840946,80.99616324,94.30258799,156.6956243,263.7016651
gene-LOC117896861,80.63698154,24.41669833,56.30681571,214.2624649,160.2778237,143.6327582
gene-LOC117896862,347.9082752,411.3152554,64.57147786,34.63585399,178.3429822,63.11936198
gene-LOC117896851,349.0776966,939.1564171,3.856975901,1322.251991,192.1456247,234.8189208
gene-LOC117898138,173.3459916,143.5747975,138.839848,36.70724027,31.73745027,48.68748893
gene-LOC117898139,0,0,0,0,0,0
gene-LOC117897187,36.648281,284.0326863,109.1210006,400.9335346,216.2581567,79.66582343
gene-LOC117897188,96.60758755,342.4377173,121.0816826,474.617071,19.1449681,81.8004154
gene-LOC117897189,22.44438725,31.0290103,14.44648848,99.35147831,12.902624,15.95036361
gene-LOC117897450,42.33621794,3.766777803,17.03732398,807.3766762,198.2571451,90.97838113
gene-LOC117898759,0,0,0,0,0,0
gene-LOC117896399,2.115859617,15.28821378,0.220958843,6.114342112,1.483511642,2.962831443
gene-LOC117897775,22.30998585,11.59971978,36.98684016,38.23120212,18.53090297,7.033204404
gene-LOC117896998,2.974767347,14.3592089,18.23957628,0.69376792,1.383047189,1.46250129
gene-LOC117897435,4.149329684,3.101969774,4.061422833,3.823499831,2.717127123,1.14537038
gene-LOC117896666,0,1.033989925,0,2.065015671,0,0
gene-LOC117895958,10.02574389,31.73873253,0.021923307,25.83278016,6.988344,5.551704901
gene-LOC117895959,9.313077136,4.124294694,0.049101965,10.50657243,0.766239448,2.267076776
gene-LOC117895960,1492.20004,2511.544018,985.700515,882.5864871,1390.297961,785.8302726
gene-LOC117895962,24.06848008,1.66390019,40.39326949,43.76052565,14.01231988,3.786405142
gene-LOC117895961,13388.84772,24499.78143,9576.570295,24945.47389,3552.216929,6536.926145
gene-LOC117897918,142.9587908,291.9029757,187.0289954,419.9136229,0.253324424,280.7267423
gene-LOC117897920,171.9252736,675.1145901,200.9029282,725.2439907,201.907015,70.31570086
gene-LOC117897919,354.2851998,458.9464295,238.3113325,482.3861658,82.66926124,6.162637859
gene-LOC117897917,126.7708113,243.4788962,254.7553135,623.3269792,284.1654096,5.197918059
gene-LOC117897912,722.2408538,1072.804295,620.0218586,530.4473146,183.3583547,354.7315373
gene-LOC117897915,29.3825585,690.0320707,69.87260828,105.5702874,374.8901747,552.427337
gene-LOC117897916,0,0,0,0,0,0
gene-LOC117897913,225.9922363,14.10308818,199.1194134,65.93342243,297.4683074,1043.041639
gene-LOC117898216,70.58031541,91.92758775,25.97839115,47.26916604,2.90150506,43.43441941
gene-LOC117898232,0,0,0,0,0,0
gene-LOC117898212,1458.346793,3648.630979,1463.321965,2925.151391,806.1174742,693.2107504
gene-LOC117898215,1238.754128,2014.952483,1084.650584,1436.08552,104.8363908,622.0342912
gene-LOC117898228,528.6460966,667.9051077,318.2843935,940.9304822,419.8188276,337.7459387
gene-LOC117898224,126.5859365,425.4657306,242.4097769,533.4161353,304.8442756,294.5341618
gene-LOC117898236,0,0,0,0,0,0
gene-LOC117898217,18.05509396,12.25623403,8.834824162,9.304694641,15.30823799,2.456388655
gene-LOC117898214,3301.040012,7597.324204,3342.764736,5285.742422,903.2524103,932.6084977
gene-LOC117898233,0,0,0,0,0,0
gene-LOC117898225,0,0,0,0,0,0
gene-LOC117898231,171.237318,720.2270447,17.60372236,680.1898615,102.6967509,224.8413805
gene-LOC117898218,166.0015201,195.9877994,79.1336621,325.8064919,39.80581648,27.60637124
gene-LOC117898229,46.02367106,267.4753394,26.85779505,234.634253,32.79174771,62.34278113
gene-LOC117898221,33.02627487,178.9300937,124.0374873,693.2195919,281.5062109,233.2364499
gene-LOC117898227,1474.750139,1800.447884,147.2612344,2490.57211,700.6155431,1996.76015
gene-LOC117898222,11345.33919,11315.59633,6735.150346,6049.836144,3627.93548,3064.571177
gene-LOC117898226,186.5519607,131.9718038,163.0040941,201.7232036,8.421729749,76.54167474
gene-LOC117898235,49.94333821,108.3267416,103.8258714,288.579267,20.88733704,5.953489959
gene-LOC117898234,122.8707143,221.1566844,214.6293211,231.2953503,159.6095664,103.7705952
gene-LOC117898223,357.1270852,111.2942605,44.01465646,420.2423269,195.6143323,0.474787751
gene-LOC117898760,4.076209196,1.033989925,2.042986908,2.371547181,0.945557496,0.04732797
gene-LOC117897220,0,4.135959699,0.073652948,2.790991996,1.950887675,1.027050456
gene-LOC117898164,37.68536493,142.4740916,27.38305251,101.9890207,124.4243814,52.11910186
gene-LOC117897619,254.3403195,234.0690206,255.8117516,69.51186536,65.11127216,107.9352889
gene-LOC117898251,0.872811323,0.02333001,2.067537891,0.30653151,4.787560164,1.027050456
gene-LOC117898250,6.402161215,2.99698473,3.297714697,1.827064937,1.532478896,5.371892128
gene-LOC117896700,61.01080056,62.50180017,12.63144154,59.58688309,10.28986258,35.00020656
gene-LOC117898190,202.7563953,527.12397,98.31060719,671.8473735,60.30463108,5.528376039
gene-LOC117898499,0,0,0,0,0,0
gene-LOC117898195,21.54633926,13.34854898,1.303829754,16.57658202,5.822776685,3.89522596
gene-LOC117898193,161.7697818,53.70352463,111.111356,162.5807349,40.78795183,2.949169249
gene-LOC117898194,36.01903581,225.0201535,17.93790533,145.1936755,78.78725246,8.884331242
gene-LOC117898192,120.7605402,106.742144,108.1151562,158.9837973,79.96778677,129.508517
gene-LOC117898189,1510.717518,3508.711935,1845.365928,2436.475759,1003.148641,728.7063926
gene-LOC117897843,462.0611583,562.1162201,72.97399314,136.905319,219.1668263,314.0346258
gene-LOC117897842,69.43463031,253.5065076,569.4351441,100.8628174,75.96639763,754.5990967
gene-LOC117898296,330.1091125,482.49029,341.1971293,28.44729604,224.8941507,397.2615568
gene-LOC117898295,2859.098846,8178.504098,3336.119068,7974.18573,1802.591341,966.0920568
gene-LOC117898297,0,0,0,2.246509752,0.945557496,0
gene-Trnar-ucg-3,2.837795434,1.04565493,2.116639856,2.065015671,0,1.050714441
gene-LOC117897623,5814.201234,11089.04779,3894.292648,2823.702427,4160.928445,2694.452185
gene-LOC117899098,1022.392479,2446.309694,239.3480756,1988.814031,1974.765682,176.5909402
gene-LOC117899097,98.33414656,275.2203933,77.82653683,567.963692,79.69100719,175.6239523
gene-LOC117899102,0,0,0,0,0,0
gene-LOC117899096,1079.854058,1291.291125,376.9660292,592.5429064,188.4746646,43.3032751
gene-LOC117899101,10.84860738,2.95032471,7.629198339,15.26179092,6.917765888,2.962831443
gene-LOC117899099,90.30016195,615.9172603,234.8094829,877.7607429,362.2798179,362.4051514
gene-Trnat-ugu-5,0,0,0,0,0,0
gene-Trnat-ugu-6,0,0,0,0,0,0
gene-LOC117898769,300.4716167,256.0207168,208.8529371,192.1043851,83.64607638,152.0549585
gene-LOC117896581,203.6714429,275.2457609,53.56671447,433.9928847,312.1418154,367.5310722
gene-LOC117896605,28.15395834,6.110619509,9.205716577,5.005293342,4.746868395,9.787725756
gene-LOC117898113,0,0,0.98466698,3.222560935,0.975443838,1.050714441
gene-LOC117898770,8.225538881,3.078639764,21.21550052,7.521962233,7.594346312,7.662632889
gene-LOC117898095,4.656538568,1.033989925,2.214843786,6.263627788,8.629562833,0.118319924
gene-LOC117898096,0.945931811,0,0,0,0,1.027050456
gene-LOC117896870,0.365602439,2.04464984,3.199510766,3.222560935,2.926331513,5.08792431
gene-LOC117896873,3.637486269,11.37388917,4.135075781,3.097523506,0.855898472,8.405715526
gene-LOC117898263,1.092172787,4.182619718,0,0,1.921001334,3.152143322
gene-LOC117898262,20.60040745,2.184629898,1.895681012,14.51156635,14.27302147,5.348228144
gene-LOC117897961,62.03859641,42.94654705,29.70315938,70.22829199,30.77212621,45.94813782
gene-LOC117896999,126.2095075,423.608133,347.8126002,759.9968035,294.77927,239.4050941
gene-LOC117897000,31.90627588,10.22744471,37.54010016,31.34618338,32.15148482,8.211737875
gene-LOC117896426,0.146240976,2.067979849,1.009217963,0.181494081,1.83134231,0
gene-Trnat-ugu-7,0,0,0,0,1.891114993,0
gene-LOC117898300,2.038104598,2.091309859,1.082870911,3.460511668,4.727787482,1.074378426
gene-LOC117898170,0,0,0,2.065015671,0,0
gene-LOC117896883,1.019052299,2.067979849,1.058319928,3.460511668,0.029886341,1.027050456
gene-LOC117898055,492.1718828,259.2622545,19.06995623,384.7454107,69.59169343,100.1300019
gene-LOC117898079,23.00874901,37.89601206,18.01336208,31.17681342,1.551559809,12.78372029
gene-LOC117896681,2.837795434,0.987329905,8.270151562,10.8695606,6.409698085,9.243454103
gene-LOC117898140,15.95777247,84.33223864,16.36319089,49.16101556,14.41992323,3.881061081
gene-LOC117896512,1052.258289,2282.840802,313.9455387,971.3035442,177.204984,204.5796734
gene-LOC117898088,0,2.091309859,0,0,0.945557496,0
gene-LOC117896815,3.057156897,1.02232492,8.466559423,3.097523506,9.455574963,4.226521748
gene-LOC117896566,0.945931811,0,0,0,0,0
gene-LOC117898245,0,0,0,0.851013754,0,0
gene-LOC117898174,2.038104598,2.091309859,6.349919567,1.520533427,1.83134231,1.050714441
gene-LOC117898175,1.019052299,1.033989925,2.116639856,0,0.945557496,1.050714441
gene-LOC117898176,0,0,2.116639856,2.553041262,0.945557496,2.101428882
gene-LOC117898076,23.99896212,125.36102,79.04604689,54.64600656,173.0078211,0.520775229
gene-LOC117898408,44.65083688,381.4549035,199.8209592,1013.540607,226.7199602,412.3698512
gene-LOC117898404,303.4608132,773.7390067,378.8415907,282.2714251,136.77224,287.3338274
gene-LOC117898407,497.6590154,520.2173656,65.64030849,195.5252144,214.2532419,79.60449814
gene-LOC117898409,69.02418302,94.47148035,64.98103956,82.98712768,196.3465238,270.6250433
gene-LOC117898406,518.1811233,454.841172,27.56640001,1486.11494,115.0867202,542.6645898
gene-LOC117898405,691.004559,1941.003724,1485.46154,2995.338162,502.3081327,157.1566867
gene-LOC117898410,0.945931811,1.033989925,2.116639856,0.669519673,0.029886341,0.070991955
gene-LOC117897947,94.26516143,450.6875087,287.0502883,74.15294877,2.888642673,379.3119087
gene-LOC117899270,131.9587824,371.4934987,227.9386594,293.975593,97.59703961,158.9980052
gene-LOC117899273,0,0,0,0,0,0
gene-LOC117899269,0,0,0,0,0,0
gene-LOC117899272,4.642634975,21.35636878,11.85985037,10.44215562,21.57677985,2.617370777
gene-LOC117899271,496.3680262,415.0903269,170.4743399,662.1343858,99.04186879,567.5306305
gene-LOC117899267,112.2306798,56.27586428,1.071380286,168.4828457,4.676502951,109.8102473
gene-LOC117899268,11.96134427,265.6606185,369.3783619,1115.621721,68.17443331,253.1816963
gene-LOC117896091,187.3635101,34.27801748,290.8819674,463.4970677,31.69191128,100.0553495
gene-LOC117896085,70.73685746,158.1020214,2.041261131,84.3947478,41.4233675,35.08502827
gene-LOC117896089,884.7845833,982.3506938,196.4522192,581.6862055,328.1723378,475.4421944
gene-LOC117896086,52.12665178,173.5856784,16.36762237,281.9287706,215.7128731,60.18952607
gene-LOC117896103,8.947474697,6.133949519,3.914116938,10.0750035,3.07576322,4.99326837
gene-LOC117896079,1472.142342,1501.364211,885.1541986,218.0885267,303.193102,187.814926
gene-LOC117896117,177.6549783,208.8893921,20.66412235,402.9480964,263.6417685,118.8933895
gene-LOC117896092,468.2167335,1354.047809,608.822101,464.3502757,288.6832594,199.3979569
gene-LOC117896096,140.745587,14.33076184,72.48222763,86.01754151,190.5644389,105.6343788
gene-LOC117896080,335.6250653,459.0845665,7.037269059,561.7832127,10.85723008,71.52356946
gene-Trnaf-gaa-5,0,0,0,0,0,0
gene-LOC117896095,68.26207493,589.4997103,326.3114289,93.1894937,173.0202582,211.6802094
gene-LOC117896094,44.75281558,311.0662263,187.7925475,49.10603001,416.2480716,554.0099754
gene-LOC117896106,674.1887205,1071.501936,300.4029614,1961.902678,718.452299,1006.917934
gene-LOC117896083,118.1657854,301.6950319,169.2811846,193.3851289,36.49143552,75.94507422
gene-LOC117896108,99.63643077,114.2064134,81.7326147,23.94999412,127.5491119,10.19451171
gene-LOC117896109,295.272819,191.0766378,83.3645482,109.9265131,105.1322512,53.04417557
gene-LOC117896111,33.03036487,40.01014254,30.16174502,174.209702,202.4693226,214.6668724
gene-LOC117896115,643.4035327,993.2013063,214.5944935,1089.740812,106.743206,171.5719074
gene-LOC117896113,0,0,0,1.032507835,0,1.027050456
gene-LOC117896087,78.62613959,31.60622197,14.08520486,50.56447171,21.40252169,26.05971849
gene-LOC117896107,0,0,0,0,0,0
gene-LOC117896084,15.66992505,51.29122106,39.97590279,20.11363462,9.086133438,13.69245082
gene-Trnat-agu-6,0,0,0,0,0,0
gene-LOC117896099,3.203397873,1.04565493,11.73972314,3.222560935,31.2930564,3.033823398
gene-Trnat-agu-7,0,0,0,0,0,0
gene-LOC117896104,6.210081422,307.4369789,108.1854356,334.0099795,349.7454767,38.28399688
gene-LOC117896116,4.092176808,142.1908575,68.61721266,121.7680793,134.3606678,250.2211848
gene-LOC117896114,49.99585656,267.7771986,290.4488346,505.0641119,87.14556859,89.88450181
gene-LOC117896081,303.9438174,559.1207635,273.2262033,246.2510959,44.93640774,261.4537541
gene-LOC117896105,168.2064297,318.2354995,180.864973,886.4641309,191.5511135,75.11515914
gene-LOC117896098,21.97994018,674.0465267,397.9468427,957.7238274,320.0745106,188.8938027
gene-LOC117896090,1575.15316,4015.252289,1345.782683,3111.348766,322.1065215,496.9876213
gene-LOC117896102,9.166836161,2.114639869,0.417366704,0.125037429,1.124875545,6.446270554
gene-LOC117896076,2554.593725,4883.948001,2052.540458,3152.335323,987.3389793,1125.84013
gene-LOC117896118,5.118434151,22.10620307,31.75485319,14.22511912,20.63122236,3.497603989
gene-LOC117896112,174.6621603,54.86910359,37.73215457,140.5832109,17.13314911,15.01263308
gene-LOC117896097,226.9180535,145.9474012,165.1760712,478.5712433,61.26763787,212.7397527
gene-LOC117896077,1954.847176,3534.610187,1946.791059,2713.156754,734.9186098,737.2679217
gene-LOC117896101,521.0173612,453.4459791,69.00544086,784.8725134,204.0215204,328.7953072
gene-LOC117897627,141.0081978,403.2872823,47.78229138,37.90226123,384.9237575,319.1372177
gene-LOC117896507,59.69048472,432.3887049,41.5172033,951.6583495,24.90707378,206.0328432
gene-LOC117896505,1381.211358,2489.456343,949.477617,1517.726383,497.2103354,421.7122919
gene-LOC117897549,545.498802,62.07746998,508.7443692,933.6005487,503.0710136,63.73713901
gene-LOC117897552,65.9788657,35.00963881,80.71206216,216.851997,153.1982367,66.88076265
gene-LOC117897553,53.45929466,205.9785728,51.18962261,368.1800989,228.6432788,28.00382565
gene-LOC117896129,3.025785233,1509.653422,380.3828912,905.5603116,634.5669669,132.7666585
gene-LOC117896130,0,0,0,0,0,0
gene-LOC117897158,132.6302259,156.299887,459.024276,203.9641968,455.1828576,837.1479308
gene-LOC117897159,0.146240976,1.02232492,10.31313847,2.553041262,0.885784814,0.979722486
gene-LOC117896711,2.111225086,6.203939548,3.174959784,2.972486077,0.826012131,5.253572204
gene-LOC117897047,3.637486269,2.067979849,0,2.065015671,2.836672489,0
gene-LOC117897235,55.10348314,251.2619042,76.41301252,341.9488122,37.42940318,7.879939402
gene-LOC117897258,632.8958547,790.9062078,386.2647724,498.0867503,64.73998635,311.0833042
gene-LOC117897259,23.43460036,3.882603572,25.33743793,7.647367437,28.72214539,87.72973869
gene-LOC117898031,11.05869978,4.112629689,2.018435925,0.782432978,0.706466765,10.08119268
gene-LOC117898489,9033.356075,19326.01556,9773.254046,11941.25815,2353.72276,3762.911289
gene-LOC117898488,0,0,0,0,0,0
gene-LOC117897769,626.2073465,1327.694234,633.9943074,730.2465912,661.4790032,406.5674832
gene-LOC117897209,3.852213202,10.65485438,7.751953252,20.81952666,1.41293353,2.622036549
gene-LOC117897208,332.7568922,650.2042754,420.0564552,133.0420184,198.654416,141.809626
gene-LOC117896923,0,0,0,0,0,0
gene-LOC117897443,0,0,0,0,1.83134231,0
gene-LOC117897883,25.67249629,32.56275237,0.496275004,47.82197621,17.6750045,13.07718721
gene-LOC117896632,0,0,0,1.032507835,0,0
gene-LOC117897255,740.6996394,971.3379104,419.8802449,601.3257775,212.6513435,84.2139743
gene-LOC117898716,1625.836485,4440.803143,1647.436141,4160.20025,443.9247854,303.7946553
gene-LOC117898718,3.95666731,1978.77125,910.9596313,1030.037718,917.4375473,939.7827963
gene-LOC117897501,3078.663026,392.1571218,295.6168555,502.210411,1064.699845,824.586853
gene-LOC117897500,27.203392,13.04525885,15.74941633,8.086528758,5.303903453,3.213636171
gene-LOC117898014,342.7656174,83.86932456,159.5011086,444.5535887,245.1637817,366.0219131
gene-LOC117898778,1.019052299,0,0,0.851013754,0,0
gene-LOC117898791,5.753345886,10.2232492,3.74226006,0.83888963,3.195308586,4.439497612
gene-LOC117898057,6.364578473,261.2181919,15.05492967,493.271279,419.4840719,99.41142105
gene-LOC117896131,570.217712,1781.664096,1007.050417,1248.90793,133.8249833,254.6530265
gene-LOC117896710,9.313077136,0.011665005,3.101306836,3.097523506,5.673344978,3.152143322
gene-LOC117898279,288.2707773,1017.311732,457.493998,8.914883808,780.1297402,599.7793059
gene-LOC117898336,424.3237816,501.4114373,1022.721827,502.8145415,592.7136995,792.2638604
gene-LOC117898792,12.59423003,2.114639869,5.586211431,0.544482244,7.713891678,11.06091517
gene-LOC117898367,242.1060063,210.4417592,693.9411816,132.3700552,692.3947202,430.103675
gene-LOC117897597,0,1.04565493,1.082870911,0,0,0
gene-LOC117897844,407.9622984,304.1319991,89.57677067,366.6887132,34.79391991,5.591041818
gene-LOC117897898,18.49381689,0.244965103,2.187665128,8.417308516,9.077857954,6.730238373
gene-LOC117897899,0,0,0,0,0,0
gene-LOC117897900,2.038104598,1.04565493,0,0.30653151,0,1.050714441
gene-LOC117899714,1765.881226,4773.242932,1715.082883,3405.699839,968.9244061,548.9169086
gene-LOC117899833,0,0,0,0,0,0
gene-LOC117896461,199.2960342,303.8791524,14.65430894,277.1409759,25.65328635,61.98798892
gene-LOC117896462,104.8959649,90.8996364,15.09352093,164.4358443,88.45756468,40.47658886
gene-LOC117896460,472.6101168,837.9719325,341.1497532,244.857925,285.4137318,343.2020082
gene-LOC117897145,425.4994139,566.9032621,197.9740681,36.22632085,204.1530298,166.8427967
gene-LOC117897147,44.10606427,66.21127173,55.53769618,44.89835441,57.7718819,83.18142026
gene-LOC117896433,1739.880032,2314.14868,1451.912184,456.4763336,1175.569732,2271.248623
gene-LOC117896435,0,0,0,0,0,0
gene-LOC117898082,5.831100905,15.01244917,6.475302156,2.040767423,3.056682307,17.5213506
gene-LOC117898084,125.2605367,174.3896422,13.44080009,391.7940459,12.59822771,25.70408847
gene-LOC117897489,21.06230303,53.20755585,66.37691599,42.15549113,43.2839105,52.5735509
gene-LOC117897488,41.69622224,1305.397487,216.0539459,534.1469987,546.3618283,0.588583514
